mass,x,y,z,v_x,v_y,v_z
1.0,-20.285820136227574,-24.96978983023007,0.0,6.323908768367413,-0.22893867974375404,0.0
1.0,20.285820136227574,24.96978983023007,0.0,-6.323908768367413,0.22893867974375404,0.0
