X,Y,Z,V_x,V_y,V_z
-42.02421749339602,-39.181225693557906,2.8988818385057384,-40.179841187598285,2.984869202180164,21.959984660684754
-44.28804357122406,-37.91874074493793,3.2371636609449093,-54.08400674531474,-20.277253155618865,15.72691776067854
-46.758314636745375,-37.09290398320985,3.4584459543298802,-63.17922096649589,-45.66071717076057,8.925439076716858
-49.34574865742354,-36.73356330063923,3.5547310000323256,-67.13675911183866,-72.24809831776733,1.8013717695179388
-51.95682902625767,-36.85370620574719,3.52253880563232,-65.81358544150542,-99.07845936924043,-5.387801806859725
-54.49718449561455,-37.44899042091383,3.3630328809114243,-59.25752289943726,-125.18208117095575,-12.382246188156792
-56.875,-38.497900823605136,3.081978185577684,-47.70552466755893,-149.61551081867609,-18.929163930586107
-59.00433509174767,-39.96252705895846,2.6895327686013277,-31.575110060408306,-171.49566050425284,-24.791932369108476
-60.80823005271333,-41.78993371878167,2.1998806298584417,-11.44927428927322,-190.0317246098752,-29.758655777061517
-62.2214874190052,-43.91407356512717,1.630719073419396,11.944582503724021,-204.55376148352218,-33.6498238298102
-63.19302838719934,-46.258174649555635,1.0026190808698705,37.76094538198498,-214.536906875782,-36.32479957558871
-63.68773893537991,-48.737515051380015,0.33828182243917154,65.06674372721204,-219.62034390134693,-37.68690242136329
-63.68773893537991,-51.26248494861998,-0.33828182243917065,92.87507484264499,-219.62034390134693,-37.68690242136329
-63.19302838719934,-53.74182535044436,-1.0026190808698683,120.180873187872,-214.53690687578205,-36.32479957558872
-62.2214874190052,-56.085926434872825,-1.630719073419395,145.997236066133,-204.55376148352218,-33.6498238298102
-60.808230052713334,-58.210066281218324,-2.19988062985844,169.3910928591302,-190.0317246098753,-29.758655777061538
-59.00433509174768,-60.03747294104154,-2.6895327686013273,189.51692863026537,-171.49566050425287,-24.791932369108487
-56.87500000000001,-61.50209917639486,-3.081978185577683,205.64734323741595,-149.6155108186762,-18.929163930586135
-54.497184495614555,-62.55100957908617,-3.3630328809114234,217.19934146929432,-125.18208117095581,-12.382246188156808
-51.95682902625767,-63.14629379425281,-3.5225388056323195,223.7554040113625,-99.07845936924046,-5.387801806859733
-49.34574865742354,-63.26643669936077,-3.5547310000323256,225.07857768169572,-72.24809831776733,1.8013717695179388
-46.75831463674538,-62.90709601679015,-3.4584459543298807,221.121039536353,-45.66071717076066,8.925439076716833
-44.288043571224065,-62.08125925506208,-3.23716366094491,212.02582531517186,-20.277253155618915,15.726917760678527
-42.02421749339603,-60.818774306442094,-2.8988818385057393,198.1216597574554,2.9848692021801213,21.959984660684743
-40.048656976055284,-59.16527066634579,-2.455826873460011,179.91107563340947,23.284896191756985,27.399360498871857
-38.432763923571265,-57.18051026448795,-1.9240119266129323,158.05225090049134,39.889131946503866,31.848452060292257
-37.23494092102901,-54.93622751303449,-1.3226581757738811,133.33522043716084,52.19745612433003,35.14645758392124
-36.49848041263778,-52.51353663804463,-0.6735001123100979,106.65332212395754,59.76501382042299,37.17417855726528
-35.0,-50.0,0.0,78.97090928492854,60.20288024198804,37.29150451131634
-35.227883704816875,-47.48403110755219,0.6741518329132167,53.95110520411546,58.088517657268156,36.72496276423406
-35.90461068821137,-45.04450865675972,1.327819903520653,29.69151520966613,51.80967374032615,35.04255160728838
-37.00961894323342,-42.75555630283199,1.9411428382689055,6.929254667617045,41.55712798632989,32.29539025214195
-38.509333353215325,-40.68672270477732,2.4954851301420287,-13.644056653721279,27.642398809976143,28.566949806440185
-40.35818585470191,-38.90086832459228,2.9740033691121925,-31.403309100447757,10.488278216095708,23.970517046443828
-42.5,-37.452255443932884,3.3621580206302006,-45.808896773583996,-9.384014521470235,18.645752255658174
-44.86969785011497,-36.38489943214447,3.6481552020254093,-56.42311318126086,-31.370669843756062,12.754445717790238
-47.395277334996045,-35.73123136153703,3.8233050336626824,-62.92345072898367,-54.80363435457855,6.475601800848196
-50.0,-35.511112605663975,3.8822856765378115,-65.11239994969448,-78.97090928492852,2.283446081758632e-15
-52.604722665003955,-35.73123136153703,3.8233050336626824,-62.92345072898367,-103.13818421527851,-6.475601800848192
-55.13030214988503,-36.384899432144465,3.6481552020254098,-56.42311318126086,-126.571148726101,-12.754445717790235
-57.5,-37.45225544393288,3.362158020630201,-45.808896773584024,-148.5578040483868,-18.645752255658163
-59.64181414529809,-38.90086832459228,2.9740033691121925,-31.403309100447757,-168.4300967859528,-23.970517046443828
-61.49066664678467,-40.68672270477731,2.4954851301420296,-13.644056653721293,-185.5842173798332,-28.566949806440178
-62.99038105676658,-42.75555630283199,1.9411428382689055,6.929254667617045,-199.49894655618698,-32.29539025214195
-64.09538931178862,-45.04450865675972,1.3278199035206537,29.691515209666107,-209.7514923101832,-35.042551607288374
-64.77211629518312,-47.484031107552184,0.6741518329132181,53.95110520411541,-216.03033622712525,-36.72496276423406
-65.0,-50.0,4.754428727147648e-16,78.97090928492852,-218.1446988118451,-37.29150451131634
-64.77211629518312,-52.5159688924478,-0.6741518329132156,103.99071336574158,-216.03033622712525,-36.72496276423406
-64.09538931178862,-54.95549134324028,-1.3278199035206528,128.25030336019094,-209.7514923101832,-35.04255160728838
-62.99038105676658,-57.24444369716801,-1.9411428382689047,151.01256390224,-199.49894655618698,-32.29539025214196
-61.490666646784675,-59.31327729522268,-2.4954851301420287,171.58587522357834,-185.58421737983323,-28.56694980644019
-59.64181414529809,-61.09913167540772,-2.974003369112192,189.3451276703048,-168.4300967859528,-23.970517046443828
-57.50000000000001,-62.547744556067116,-3.3621580206301998,203.75071534344102,-148.5578040483869,-18.64575225565819
-55.13030214988504,-63.61510056785553,-3.648155202025409,214.36493175111787,-126.57114872610109,-12.754445717790256
-52.604722665003955,-64.26876863846297,-3.8233050336626824,220.86526929884076,-103.13818421527851,-6.475601800848192
-50.0,-64.48888739433603,-3.8822856765378115,223.05421851955157,-78.97090928492857,-5.996931304516626e-15
-47.39527733499605,-64.26876863846297,-3.8233050336626824,220.86526929884076,-54.803634354578605,6.475601800848181
-44.869697850114974,-63.615100567855535,-3.64815520202541,214.36493175111792,-31.370669843756147,12.754445717790217
-42.5,-62.547744556067116,-3.3621580206302006,203.75071534344107,-9.384014521470235,18.645752255658174
-40.35818585470191,-61.09913167540772,-2.974003369112193,189.34512767030486,10.48827821609568,23.97051704644382
-38.50933335321533,-59.31327729522269,-2.4954851301420304,171.5858752235784,27.6423988099761,28.56694980644017
-37.00961894323342,-57.24444369716802,-1.9411428382689075,151.01256390224012,41.55712798632983,32.295390252141935
-35.90461068821138,-54.9554913432403,-1.327819903520656,128.25030336019105,51.80967374032609,35.04255160728837
-35.227883704816875,-52.51596889244781,-0.6741518329132169,103.99071336574163,58.088517657268156,36.72496276423406
-33.75,-50.0,0.0,78.97090928492854,57.89403116592807,36.672850265940724
-33.960433232133916,-47.48213726610993,0.6746592861982638,56.241751615970315,56.12166613301177,36.197946486677644
-34.58628281835888,-45.02948585445518,1.3318452512662062,34.10126719156104,50.85047435763495,34.78553490731584
-35.61133958313534,-42.70556814827913,1.9545371239124676,13.122882928431693,42.21697693795021,32.47219624585514
-37.00905509469311,-40.570572395473924,2.526607511720498,-6.150072040440804,30.444776922159903,29.317844758486473
-38.74322925546901,-38.67979386457557,3.0332400921408147,-23.218438304979998,15.83876810702094,25.40417649182813
-40.76894786561871,-37.0822027263541,3.461313347462378,-37.64015414453449,-1.222761551337939,20.832553398231223
-43.03374587720037,-35.819175752113416,3.799740405228893,-49.04170469423853,-20.297927396774334,15.721378114456806
-45.478966211357644,-34.92342467704883,4.039756182411758,-57.12779578381365,-40.89269265361489,10.203027395577838
-48.041278945851,-34.41814898348813,4.175144396456423,-61.68900190146802,-62.47366371963978,4.420423626557042
-50.65432152677799,-34.316435046485424,4.202398563735287,-62.60719020464573,-84.48190478020136,-1.4766667924499095
-53.25041752386072,-34.62091720358122,4.120812815631783,-59.85858009859659,-106.34741395222812,-7.335512317189785
-55.7623294144412,-35.32370952684385,3.93250018016677,-53.51435914128881,-127.50388603358789,-13.004371926081726
-58.125,-36.40661006426062,3.6423378556827175,-43.738839323050755,-147.4033795103568,-18.336425132970355
-60.27723735342488,-37.84157226073392,3.2578408939685066,-30.78520147233057,-165.53050795420947,-23.193574560595906
-62.163299657780385,-39.59143134912604,2.7889675643655782,-14.98893800522913,-181.4157882601924,-27.450022590126046
-63.73433889008666,-41.610866898206304,2.2478614398228203,3.2408361518510986,-194.6478000125344,-30.995529453405208
-64.9496659594559,-43.847576588014206,1.6485368847359252,23.431979423901318,-204.8838410573057,-33.738268385043504
-65.77780453317334,-46.24363081247325,1.0065160902709447,45.06155180609485,-211.85880330819163,-35.60720388740595
-66.19730625718091,-48.73697302575932,0.3384270577665155,67.56935873522448,-215.39203890667335,-36.553931512688024
-66.19730625718091,-51.263026974240674,-0.33842705776651255,90.37245983463251,-215.39203890667335,-36.553931512688024
-65.77780453317335,-53.75636918752674,-1.006516090270942,112.88026676376214,-211.85880330819163,-35.60720388740596
-64.9496659594559,-56.15242341198579,-1.6485368847359243,134.50983914595574,-204.8838410573057,-33.738268385043504
-63.73433889008667,-58.38913310179369,-2.247861439822818,154.7009824180059,-194.64780001253445,-30.995529453405233
-62.1632996577804,-60.40856865087395,-2.788967564365576,172.93075657508612,-181.41578826019247,-27.450022590126064
-60.27723735342489,-62.158427739266074,-3.257840893968505,188.72702004218758,-165.53050795420955,-23.193574560595934
-58.12500000000001,-63.593389935739374,-3.642337855682716,201.6806578929078,-147.40337951035693,-18.336425132970383
-55.76232941444121,-64.67629047315614,-3.9325001801667696,211.45617771114587,-127.50388603358795,-13.004371926081742
-53.250417523860726,-65.37908279641877,-4.120812815631783,217.80039866845368,-106.34741395222815,-7.335512317189793
-50.654321526778,-65.68356495351458,-4.202398563735287,220.5490087745028,-84.4819047802014,-1.4766667924499177
-48.04127894585101,-65.58185101651188,-4.175144396456424,219.63082047132514,-62.4736637196399,4.420423626557009
-45.47896621135765,-65.07657532295117,-4.039756182411759,215.06961435367077,-40.89269265361498,10.203027395577813
-43.033745877200374,-64.18082424788659,-3.799740405228894,206.98352326409565,-20.297927396774384,15.721378114456794
-40.76894786561872,-62.91779727364591,-3.461313347462379,195.5819727143916,-1.222761551337996,20.83255339823121
-38.74322925546901,-61.32020613542443,-3.0332400921408156,181.1602568748371,15.838768107020911,25.404176491828125
-37.00905509469312,-59.42942760452609,-2.5266075117205014,164.09189061029798,30.444776922159832,29.317844758486455
-35.61133958313535,-57.29443185172089,-1.9545371239124705,144.81893564142547,42.21697693795015,32.47219624585512
-34.58628281835889,-54.970514145544826,-1.3318452512662085,123.84055137829611,50.85047435763492,34.785534907315835
-33.960433232133916,-52.51786273389008,-0.6746592861982653,101.70006695388682,56.12166613301177,36.197946486677644
-32.5,-50.0,0.0,78.97090928492854,55.48374519703292,36.0270160870472
-32.69546054106025,-47.480633953106214,0.6750620977035808,58.22456846193354,53.98199779628361,35.62462408378089
-33.27747589874254,-45.01754638057295,1.3350444236510008,37.94166661062804,49.51030214940546,34.426436846402126
-34.233044811707664,-42.66575858864094,1.9652040632685583,18.575290241883792,42.16854854789521,32.45921989784916
-35.54082144947009,-40.47780563036957,2.5514642915146557,0.558052201804955,32.120739635327894,29.76691761402451
-37.171592242978036,-38.50256275936322,3.080729023656141,-15.707572184382755,19.591326859305852,26.409671579053217
-39.08892846747216,-36.78415363736957,3.541175360160614,-29.858235746027077,4.860196597014095,22.462477121674468
-41.25,-35.36096468458836,3.922517690735234,-41.57783604242856,-11.743582043947825,18.013508043523597
-43.606532073588085,-34.26478759047578,4.216237457864195,-50.604576569022086,-29.84910808565904,13.162146962106416
-46.1058836557645,-33.52010913993618,4.415773447307141,-56.736814858683246,-49.051933994828914,8.016765267348909
-48.69222336223758,-33.143564219010514,4.516668354783214,-59.83756684123979,-68.92310037236123,2.6923022838246466
-51.30777663776242,-33.143564219010514,4.516668354783214,-59.83756684123979,-89.01871819749586,-2.6923022838246498
-53.8941163442355,-33.52010913993618,4.415773447307141,-56.736814858683246,-108.88988457502815,-8.016765267348905
